Animal,Symptom 2,Temperature,Symptom 3,Age,Symptom 1,Disease
cow,difficulty walking,102.5,depression,13.0,crackling sound,blackleg
buffalo,lameness,102.6,loss of appetite,4.0,blisters on tongue,foot and mouth
buffalo,sweats,103.0,fatigue,4.0,swelling in neck,anthrax
goat,loss of appetite,101.7,depression,8.0,painless lumps,pneumonia
buffalo,depression,101.6,painless lumps,9.0,loss of appetite,lumpy virus
cow,sores on gums,104.2,lameness,15.0,loss of appetite,foot and mouth
sheep,loss of appetite,102.2,painless lumps,6.0,depression,lumpy virus
sheep,sores on mouth,103.0,loss of appetite,9.0,difficulty walking,foot and mouth
cow,depression,100.6,painless lumps,7.0,loss of appetite,pneumonia
goat,loss of appetite,101.8,painless lumps,8.0,depression,pneumonia
sheep,painless lumps,100.3,loss of appetite,2.0,depression,pneumonia
cow,depression,104.8,painless lumps,9.0,loss of appetite,lumpy virus
sheep,chest discomfort,101.1,sweats,10.0,shortness of breath,anthrax
sheep,lameness,102.8,depression,6.0,crackling sound,blackleg
goat,blisters on tongue,102.3,loss of appetite,2.0,lameness,foot and mouth
sheep,depression,101.9,painless lumps,2.0,loss of appetite,lumpy virus
cow,swelling in abdomen,100.6,shortness of breath,13.0,sweats,anthrax
goat,loss of appetite,100.4,difficulty walking,3.0,crackling sound,blackleg
cow,painless lumps,102.6,loss of appetite,4.0,depression,lumpy virus
cow,chest discomfort,103.2,shortness of breath,13.0,sweats,anthrax
buffalo,loss of appetite,104.4,depression,4.0,painless lumps,pneumonia
goat,loss of appetite,100.7,painless lumps,1.0,depression,lumpy virus
goat,loss of appetite,104.2,painless lumps,8.0,depression,pneumonia
goat,swelling in muscle,103.5,difficulty walking,4.0,crackling sound,blackleg
cow,swelling in muscle,103.6,loss of appetite,7.0,crackling sound,blackleg
cow,painless lumps,104.0,depression,6.0,loss of appetite,pneumonia
sheep,difficulty walking,102.7,blisters on hooves,3.0,loss of appetite,foot and mouth
buffalo,loss of appetite,101.5,depression,7.0,painless lumps,lumpy virus
cow,crackling sound,101.1,depression,11.0,loss of appetite,blackleg
goat,crackling sound,104.5,lameness,4.0,loss of appetite,blackleg
goat,painless lumps,103.1,loss of appetite,5.0,depression,lumpy virus
cow,loss of appetite,103.5,depression,9.0,painless lumps,lumpy virus
goat,chest discomfort,103.0,sweats,8.0,chills,anthrax
buffalo,loss of appetite,103.2,painless lumps,1.0,depression,lumpy virus
goat,crackling sound,100.7,loss of appetite,1.0,swelling in muscle,blackleg
cow,crackling sound,103.0,depression,6.0,swelling in limb,blackleg
buffalo,shortness of breath,104.8,sweats,14.0,swelling in extremities,anthrax
goat,difficulty walking,100.9,blisters on mouth,4.0,loss of appetite,foot and mouth
sheep,sores on hooves,100.4,loss of appetite,5.0,lameness,foot and mouth
goat,chills,103.2,chest discomfort,5.0,fatigue,anthrax
cow,depression,101.4,loss of appetite,2.0,painless lumps,pneumonia
cow,loss of appetite,101.0,depression,8.0,painless lumps,lumpy virus
sheep,swelling in abdomen,101.7,chills,2.0,fatigue,anthrax
goat,shortness of breath,102.1,swelling in extremities,3.0,chills,anthrax
buffalo,chest discomfort,100.0,swelling in neck,14.0,fatigue,anthrax
buffalo,loss of appetite,104.8,depression,14.0,painless lumps,lumpy virus
sheep,chills,102.6,shortness of breath,5.0,sweats,anthrax
buffalo,painless lumps,101.6,depression,9.0,loss of appetite,pneumonia
sheep,swelling in abdomen,100.3,chills,6.0,shortness of breath,anthrax
sheep,loss of appetite,100.2,sores on mouth,4.0,lameness,foot and mouth
cow,swelling in abdomen,100.1,sweats,4.0,fatigue,anthrax
sheep,loss of appetite,100.8,crackling sound,2.0,swelling in muscle,blackleg
buffalo,lameness,100.2,loss of appetite,11.0,sores on hooves,foot and mouth
sheep,difficulty walking,100.5,blisters on mouth,6.0,loss of appetite,foot and mouth
goat,crackling sound,102.6,depression,10.0,swelling in limb,blackleg
buffalo,loss of appetite,101.6,depression,7.0,painless lumps,pneumonia
buffalo,loss of appetite,100.3,painless lumps,3.0,depression,pneumonia
buffalo,depression,102.9,painless lumps,11.0,loss of appetite,pneumonia
cow,loss of appetite,102.7,sores on tongue,2.0,difficulty walking,foot and mouth
buffalo,loss of appetite,101.2,depression,4.0,painless lumps,lumpy virus
sheep,swelling in limb,100.5,depression,10.0,crackling sound,blackleg
goat,sores on mouth,100.7,loss of appetite,1.0,difficulty walking,foot and mouth
goat,loss of appetite,100.4,depression,10.0,painless lumps,lumpy virus
cow,painless lumps,104.5,loss of appetite,9.0,depression,lumpy virus
sheep,fatigue,103.5,shortness of breath,1.0,swelling in neck,anthrax
sheep,crackling sound,102.0,difficulty walking,5.0,depression,blackleg
sheep,loss of appetite,104.5,lameness,7.0,depression,blackleg
cow,crackling sound,100.7,difficulty walking,9.0,loss of appetite,blackleg
sheep,difficulty walking,100.6,loss of appetite,10.0,blisters on mouth,foot and mouth
sheep,depression,103.2,loss of appetite,4.0,painless lumps,pneumonia
goat,shortness of breath,101.4,chest discomfort,5.0,chills,anthrax
goat,loss of appetite,102.5,depression,8.0,painless lumps,lumpy virus
buffalo,blisters on tongue,103.2,difficulty walking,6.0,loss of appetite,foot and mouth
cow,loss of appetite,104.2,difficulty walking,13.0,depression,blackleg
cow,sores on gums,100.6,difficulty walking,8.0,loss of appetite,foot and mouth
buffalo,painless lumps,103.1,depression,15.0,loss of appetite,pneumonia
cow,swelling in muscle,101.9,depression,14.0,crackling sound,blackleg
cow,depression,102.7,painless lumps,11.0,loss of appetite,pneumonia
cow,crackling sound,100.6,difficulty walking,14.0,swelling in muscle,blackleg
sheep,blisters on tongue,100.5,lameness,4.0,loss of appetite,foot and mouth
sheep,depression,101.7,loss of appetite,9.0,swelling in muscle,blackleg
sheep,painless lumps,100.1,depression,9.0,loss of appetite,pneumonia
buffalo,painless lumps,103.9,depression,13.0,loss of appetite,lumpy virus
goat,loss of appetite,102.6,crackling sound,9.0,lameness,blackleg
cow,loss of appetite,100.8,lameness,15.0,sores on mouth,foot and mouth
cow,blisters on tongue,100.5,difficulty walking,2.0,loss of appetite,foot and mouth
buffalo,shortness of breath,102.3,swelling in abdomen,2.0,chills,anthrax
goat,loss of appetite,102.0,depression,8.0,painless lumps,lumpy virus
sheep,depression,104.8,crackling sound,2.0,lameness,blackleg
goat,shortness of breath,101.4,chills,7.0,sweats,anthrax
sheep,chest discomfort,104.0,swelling in abdomen,8.0,sweats,anthrax
goat,depression,101.0,swelling in muscle,10.0,crackling sound,blackleg
cow,fatigue,100.3,swelling in extremities,7.0,shortness of breath,anthrax
sheep,sores on tongue,103.6,loss of appetite,8.0,difficulty walking,foot and mouth
sheep,loss of appetite,102.6,swelling in muscle,3.0,crackling sound,blackleg
goat,fatigue,101.2,chills,1.0,sweats,anthrax
sheep,lameness,102.2,blisters on hooves,3.0,loss of appetite,foot and mouth
cow,depression,100.3,difficulty walking,10.0,loss of appetite,blackleg
goat,swelling in muscle,105.0,loss of appetite,5.0,crackling sound,blackleg
sheep,painless lumps,101.0,depression,10.0,loss of appetite,pneumonia
cow,depression,100.3,loss of appetite,14.0,painless lumps,lumpy virus
goat,depression,104.4,swelling in muscle,5.0,crackling sound,blackleg
buffalo,depression,102.9,loss of appetite,12.0,painless lumps,lumpy virus
sheep,loss of appetite,103.7,depression,1.0,painless lumps,lumpy virus
sheep,depression,102.6,painless lumps,5.0,loss of appetite,lumpy virus
goat,shortness of breath,100.4,chills,9.0,swelling in neck,anthrax
sheep,chills,100.6,chest discomfort,9.0,swelling in neck,anthrax
cow,painless lumps,101.5,loss of appetite,4.0,depression,lumpy virus
sheep,difficulty walking,100.5,sores on mouth,6.0,loss of appetite,foot and mouth
cow,depression,102.9,lameness,7.0,swelling in muscle,blackleg
sheep,painless lumps,102.8,loss of appetite,8.0,depression,lumpy virus
cow,lameness,102.5,loss of appetite,15.0,crackling sound,blackleg
buffalo,depression,101.4,painless lumps,1.0,loss of appetite,lumpy virus
goat,loss of appetite,102.8,painless lumps,7.0,depression,lumpy virus
sheep,loss of appetite,104.3,lameness,3.0,crackling sound,blackleg
goat,depression,103.9,painless lumps,2.0,loss of appetite,pneumonia
sheep,swelling in limb,102.3,lameness,1.0,loss of appetite,blackleg
cow,depression,102.2,painless lumps,6.0,loss of appetite,pneumonia
goat,loss of appetite,102.5,painless lumps,5.0,depression,pneumonia
buffalo,loss of appetite,100.8,painless lumps,5.0,depression,lumpy virus
buffalo,loss of appetite,102.5,lameness,11.0,sores on hooves,foot and mouth
cow,depression,104.5,loss of appetite,10.0,painless lumps,lumpy virus
goat,loss of appetite,104.1,depression,9.0,painless lumps,pneumonia
goat,painless lumps,101.8,loss of appetite,2.0,depression,pneumonia
buffalo,depression,102.1,painless lumps,14.0,loss of appetite,lumpy virus
cow,sweats,102.8,chest discomfort,7.0,fatigue,anthrax
buffalo,shortness of breath,102.9,chills,9.0,fatigue,anthrax
buffalo,depression,101.2,difficulty walking,15.0,loss of appetite,blackleg
sheep,swelling in neck,104.4,chills,5.0,fatigue,anthrax
cow,shortness of breath,101.0,swelling in extremities,3.0,chest discomfort,anthrax
goat,swelling in limb,104.0,lameness,8.0,loss of appetite,blackleg
goat,swelling in abdomen,101.2,chills,10.0,chest discomfort,anthrax
buffalo,fatigue,103.1,chills,7.0,sweats,anthrax
sheep,loss of appetite,102.4,blisters on mouth,3.0,lameness,foot and mouth
sheep,swelling in limb,102.2,depression,1.0,loss of appetite,blackleg
goat,depression,104.1,loss of appetite,7.0,painless lumps,pneumonia
sheep,chills,102.3,swelling in abdomen,9.0,sweats,anthrax
goat,painless lumps,101.5,depression,7.0,loss of appetite,lumpy virus
buffalo,depression,102.7,painless lumps,14.0,loss of appetite,pneumonia
buffalo,fatigue,102.3,chills,2.0,chest discomfort,anthrax
goat,swelling in abdomen,104.7,shortness of breath,9.0,fatigue,anthrax
cow,shortness of breath,104.8,sweats,12.0,swelling in extremities,anthrax
goat,painless lumps,102.1,loss of appetite,5.0,depression,pneumonia
goat,loss of appetite,101.5,painless lumps,10.0,depression,lumpy virus
cow,depression,102.9,loss of appetite,4.0,painless lumps,pneumonia
cow,fatigue,101.7,shortness of breath,4.0,chills,anthrax
buffalo,lameness,101.1,loss of appetite,15.0,sores on tongue,foot and mouth
cow,crackling sound,102.9,swelling in muscle,4.0,lameness,blackleg
goat,depression,100.8,loss of appetite,5.0,painless lumps,pneumonia
cow,loss of appetite,102.4,crackling sound,1.0,swelling in limb,blackleg
sheep,loss of appetite,104.8,depression,3.0,painless lumps,pneumonia
cow,chest discomfort,101.3,chills,7.0,fatigue,anthrax
cow,chest discomfort,102.4,sweats,6.0,fatigue,anthrax
buffalo,sores on tongue,102.9,loss of appetite,1.0,lameness,foot and mouth
buffalo,difficulty walking,104.9,sores on tongue,2.0,loss of appetite,foot and mouth
cow,shortness of breath,102.6,fatigue,8.0,chills,anthrax
buffalo,swelling in extremities,101.0,shortness of breath,12.0,chest discomfort,anthrax
sheep,difficulty walking,100.5,loss of appetite,7.0,sores on hooves,foot and mouth
goat,crackling sound,102.4,loss of appetite,5.0,swelling in muscle,blackleg
buffalo,lameness,100.7,loss of appetite,10.0,blisters on gums,foot and mouth
buffalo,loss of appetite,101.5,blisters on gums,5.0,lameness,foot and mouth
buffalo,loss of appetite,104.1,crackling sound,6.0,depression,blackleg
buffalo,shortness of breath,102.1,sweats,10.0,chills,anthrax
cow,shortness of breath,100.4,swelling in abdomen,11.0,chest discomfort,anthrax
sheep,loss of appetite,102.7,blisters on mouth,1.0,lameness,foot and mouth
buffalo,sores on tongue,100.1,loss of appetite,5.0,difficulty walking,foot and mouth
sheep,lameness,104.9,crackling sound,3.0,swelling in muscle,blackleg
goat,loss of appetite,103.7,difficulty walking,1.0,blisters on hooves,foot and mouth
cow,depression,102.7,loss of appetite,7.0,painless lumps,pneumonia
cow,swelling in neck,102.4,fatigue,2.0,chest discomfort,anthrax
buffalo,depression,101.4,loss of appetite,4.0,difficulty walking,blackleg
buffalo,sores on tongue,100.1,difficulty walking,9.0,loss of appetite,foot and mouth
goat,loss of appetite,102.7,painless lumps,2.0,depression,pneumonia
cow,difficulty walking,101.4,swelling in limb,1.0,crackling sound,blackleg
sheep,depression,101.9,loss of appetite,10.0,swelling in muscle,blackleg
goat,chest discomfort,104.4,swelling in neck,4.0,fatigue,anthrax
goat,depression,101.8,swelling in muscle,3.0,loss of appetite,blackleg
goat,fatigue,104.0,chest discomfort,7.0,sweats,anthrax
buffalo,swelling in limb,100.1,loss of appetite,7.0,depression,blackleg
buffalo,chills,102.1,shortness of breath,4.0,fatigue,anthrax
cow,painless lumps,102.7,loss of appetite,10.0,depression,pneumonia
buffalo,swelling in muscle,101.8,depression,9.0,loss of appetite,blackleg
cow,loss of appetite,101.6,lameness,11.0,blisters on gums,foot and mouth
goat,depression,101.6,painless lumps,2.0,loss of appetite,lumpy virus
buffalo,sores on hooves,104.4,loss of appetite,1.0,difficulty walking,foot and mouth
cow,difficulty walking,103.3,loss of appetite,10.0,sores on mouth,foot and mouth
buffalo,depression,100.3,loss of appetite,8.0,painless lumps,lumpy virus
cow,depression,103.0,loss of appetite,5.0,painless lumps,lumpy virus
buffalo,difficulty walking,101.8,blisters on hooves,10.0,loss of appetite,foot and mouth
sheep,difficulty walking,103.9,loss of appetite,5.0,swelling in limb,blackleg
goat,sores on tongue,103.4,lameness,10.0,loss of appetite,foot and mouth
buffalo,lameness,101.9,depression,7.0,crackling sound,blackleg
buffalo,loss of appetite,104.1,painless lumps,12.0,depression,lumpy virus
cow,chest discomfort,103.2,swelling in neck,2.0,sweats,anthrax
buffalo,sweats,103.4,shortness of breath,7.0,chest discomfort,anthrax
sheep,sores on mouth,102.1,loss of appetite,3.0,lameness,foot and mouth
cow,depression,101.9,loss of appetite,7.0,painless lumps,lumpy virus
sheep,painless lumps,102.7,depression,3.0,loss of appetite,lumpy virus
goat,loss of appetite,101.1,blisters on tongue,6.0,difficulty walking,foot and mouth
goat,shortness of breath,102.5,fatigue,8.0,sweats,anthrax
sheep,loss of appetite,102.2,difficulty walking,1.0,depression,blackleg
buffalo,depression,101.9,swelling in muscle,14.0,crackling sound,blackleg
sheep,loss of appetite,101.4,depression,9.0,painless lumps,lumpy virus
buffalo,swelling in neck,103.9,chest discomfort,8.0,shortness of breath,anthrax
cow,painless lumps,101.6,depression,3.0,loss of appetite,lumpy virus
sheep,shortness of breath,102.1,chills,2.0,fatigue,anthrax
cow,depression,104.9,painless lumps,15.0,loss of appetite,pneumonia
goat,shortness of breath,101.9,fatigue,2.0,swelling in neck,anthrax
sheep,chest discomfort,101.8,chills,5.0,fatigue,anthrax
sheep,lameness,100.1,blisters on gums,8.0,loss of appetite,foot and mouth
buffalo,crackling sound,102.0,loss of appetite,12.0,difficulty walking,blackleg
cow,blisters on mouth,102.0,loss of appetite,9.0,lameness,foot and mouth
buffalo,sores on hooves,101.9,lameness,3.0,loss of appetite,foot and mouth
buffalo,loss of appetite,100.2,depression,14.0,painless lumps,lumpy virus
cow,depression,102.4,loss of appetite,7.0,painless lumps,lumpy virus
cow,loss of appetite,104.5,painless lumps,1.0,depression,pneumonia
buffalo,depression,100.4,painless lumps,9.0,loss of appetite,lumpy virus
cow,depression,104.9,loss of appetite,15.0,painless lumps,pneumonia
sheep,painless lumps,104.0,loss of appetite,4.0,depression,lumpy virus
sheep,painless lumps,101.1,depression,2.0,loss of appetite,lumpy virus
buffalo,loss of appetite,102.1,depression,6.0,crackling sound,blackleg
goat,swelling in abdomen,101.8,chest discomfort,7.0,shortness of breath,anthrax
cow,painless lumps,101.3,depression,3.0,loss of appetite,pneumonia
cow,lameness,102.2,loss of appetite,14.0,sores on gums,foot and mouth
buffalo,crackling sound,102.4,loss of appetite,2.0,difficulty walking,blackleg
cow,loss of appetite,102.8,depression,4.0,painless lumps,lumpy virus
goat,loss of appetite,102.5,difficulty walking,7.0,blisters on hooves,foot and mouth
buffalo,loss of appetite,104.7,depression,9.0,painless lumps,lumpy virus
buffalo,loss of appetite,102.4,lameness,8.0,depression,blackleg
goat,blisters on hooves,102.9,loss of appetite,3.0,lameness,foot and mouth
buffalo,painless lumps,101.7,depression,9.0,loss of appetite,lumpy virus
sheep,sores on mouth,100.7,loss of appetite,7.0,lameness,foot and mouth
goat,painless lumps,101.7,depression,6.0,loss of appetite,lumpy virus
sheep,loss of appetite,103.7,depression,8.0,painless lumps,pneumonia
cow,chills,101.6,fatigue,12.0,swelling in abdomen,anthrax
buffalo,blisters on tongue,102.2,difficulty walking,14.0,loss of appetite,foot and mouth
buffalo,difficulty walking,101.5,loss of appetite,9.0,crackling sound,blackleg
buffalo,sores on hooves,101.8,difficulty walking,2.0,loss of appetite,foot and mouth
goat,depression,101.4,swelling in limb,6.0,loss of appetite,blackleg
